"Time","Contracts","Funding Interval","Funding Rate"
"2024-08-26 12:00:00","SOLUSDT Perpetual","8h","0.002054%"
"2024-08-26 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-08-25 20:00:00","SOLUSDT Perpetual","8h","0.001048%"
"2024-08-25 12:00:00","SOLUSDT Perpetual","8h","-0.001338%"
"2024-08-25 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-08-24 20:00:00","SOLUSDT Perpetual","8h","0.009763%"
"2024-08-24 12:00:00","SOLUSDT Perpetual","8h","0.006232%"
"2024-08-24 04:00:00","SOLUSDT Perpetual","8h","0.002046%"
"2024-08-23 20:00:00","SOLUSDT Perpetual","8h","0.007101%"
"2024-08-23 12:00:00","SOLUSDT Perpetual","8h","-0.004648%"
"2024-08-23 04:00:00","SOLUSDT Perpetual","8h","0.004050%"
"2024-08-22 20:00:00","SOLUSDT Perpetual","8h","0.004556%"
"2024-08-22 12:00:00","SOLUSDT Perpetual","8h","0.002936%"
"2024-08-22 04:00:00","SOLUSDT Perpetual","8h","0.006844%"
"2024-08-21 20:00:00","SOLUSDT Perpetual","8h","0.000611%"
"2024-08-21 12:00:00","SOLUSDT Perpetual","8h","-0.001553%"
"2024-08-21 04:00:00","SOLUSDT Perpetual","8h","0.000862%"
"2024-08-20 20:00:00","SOLUSDT Perpetual","8h","0.002703%"
"2024-08-20 12:00:00","SOLUSDT Perpetual","8h","-0.003807%"
"2024-08-20 04:00:00","SOLUSDT Perpetual","8h","-0.002960%"
"2024-08-19 20:00:00","SOLUSDT Perpetual","8h","0.003838%"
"2024-08-19 12:00:00","SOLUSDT Perpetual","8h","0.005854%"
"2024-08-19 04:00:00","SOLUSDT Perpetual","8h","-0.000928%"
"2024-08-18 20:00:00","SOLUSDT Perpetual","8h","0.001862%"
"2024-08-18 12:00:00","SOLUSDT Perpetual","8h","-0.010289%"
"2024-08-18 04:00:00","SOLUSDT Perpetual","8h","-0.002019%"
"2024-08-17 20:00:00","SOLUSDT Perpetual","8h","0.000454%"
"2024-08-17 12:00:00","SOLUSDT Perpetual","8h","-0.000703%"
"2024-08-17 04:00:00","SOLUSDT Perpetual","8h","-0.001280%"
"2024-08-16 20:00:00","SOLUSDT Perpetual","8h","0.002001%"
"2024-08-16 12:00:00","SOLUSDT Perpetual","8h","-0.003407%"
"2024-08-16 04:00:00","SOLUSDT Perpetual","8h","0.002572%"
"2024-08-15 20:00:00","SOLUSDT Perpetual","8h","-0.006592%"
"2024-08-15 12:00:00","SOLUSDT Perpetual","8h","-0.002764%"
"2024-08-15 04:00:00","SOLUSDT Perpetual","8h","0.004403%"
"2024-08-14 20:00:00","SOLUSDT Perpetual","8h","0.000588%"
"2024-08-14 12:00:00","SOLUSDT Perpetual","8h","0.000820%"
"2024-08-14 04:00:00","SOLUSDT Perpetual","8h","0.002644%"
"2024-08-13 20:00:00","SOLUSDT Perpetual","8h","-0.000010%"
"2024-08-13 12:00:00","SOLUSDT Perpetual","8h","0.008364%"
"2024-08-13 04:00:00","SOLUSDT Perpetual","8h","0.005492%"
"2024-08-12 20:00:00","SOLUSDT Perpetual","8h","-0.000620%"
"2024-08-12 12:00:00","SOLUSDT Perpetual","8h","-0.000932%"
"2024-08-12 04:00:00","SOLUSDT Perpetual","8h","0.000688%"
"2024-08-11 20:00:00","SOLUSDT Perpetual","8h","0.009903%"
"2024-08-11 12:00:00","SOLUSDT Perpetual","8h","0.002894%"
"2024-08-11 04:00:00","SOLUSDT Perpetual","8h","-0.001620%"
"2024-08-10 20:00:00","SOLUSDT Perpetual","8h","-0.003889%"
"2024-08-10 12:00:00","SOLUSDT Perpetual","8h","0.005145%"
"2024-08-10 04:00:00","SOLUSDT Perpetual","8h","0.004285%"
"2024-08-09 20:00:00","SOLUSDT Perpetual","8h","-0.006621%"
"2024-08-09 12:00:00","SOLUSDT Perpetual","8h","0.002642%"
"2024-08-09 04:00:00","SOLUSDT Perpetual","8h","0.001575%"
"2024-08-08 20:00:00","SOLUSDT Perpetual","8h","0.003147%"
"2024-08-08 12:00:00","SOLUSDT Perpetual","8h","-0.002941%"
"2024-08-08 04:00:00","SOLUSDT Perpetual","8h","0.002523%"
"2024-08-07 20:00:00","SOLUSDT Perpetual","8h","0.007141%"
"2024-08-07 12:00:00","SOLUSDT Perpetual","8h","0.001745%"
"2024-08-07 04:00:00","SOLUSDT Perpetual","8h","-0.008086%"
"2024-08-06 20:00:00","SOLUSDT Perpetual","8h","0.002337%"
"2024-08-06 12:00:00","SOLUSDT Perpetual","8h","-0.000323%"
"2024-08-06 04:00:00","SOLUSDT Perpetual","8h","-0.005258%"
"2024-08-05 20:00:00","SOLUSDT Perpetual","8h","0.008019%"
"2024-08-05 12:00:00","SOLUSDT Perpetual","8h","0.000463%"
"2024-08-05 04:00:00","SOLUSDT Perpetual","8h","-0.000757%"
"2024-08-04 20:00:00","SOLUSDT Perpetual","8h","0.006211%"
"2024-08-04 12:00:00","SOLUSDT Perpetual","8h","0.004224%"
"2024-08-04 04:00:00","SOLUSDT Perpetual","8h","0.008871%"
"2024-08-03 20:00:00","SOLUSDT Perpetual","8h","-0.001748%"
"2024-08-03 12:00:00","SOLUSDT Perpetual","8h","0.008073%"
"2024-08-03 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-08-02 20:00:00","SOLUSDT Perpetual","8h","0.009802%"
"2024-08-02 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-08-02 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-08-01 20:00:00","SOLUSDT Perpetual","8h","0.003639%"
"2024-08-01 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-08-01 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-31 20:00:00","SOLUSDT Perpetual","8h","0.009291%"
"2024-07-31 12:00:00","SOLUSDT Perpetual","8h","0.008931%"
"2024-07-31 04:00:00","SOLUSDT Perpetual","8h","0.007743%"
"2024-07-30 20:00:00","SOLUSDT Perpetual","8h","0.003184%"
"2024-07-30 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-30 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-29 20:00:00","SOLUSDT Perpetual","8h","0.007783%"
"2024-07-29 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-29 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-28 20:00:00","SOLUSDT Perpetual","8h","0.003694%"
"2024-07-28 12:00:00","SOLUSDT Perpetual","8h","0.008932%"
"2024-07-28 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-27 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-27 12:00:00","SOLUSDT Perpetual","8h","0.008705%"
"2024-07-27 04:00:00","SOLUSDT Perpetual","8h","0.003410%"
"2024-07-26 20:00:00","SOLUSDT Perpetual","8h","0.004759%"
"2024-07-26 12:00:00","SOLUSDT Perpetual","8h","0.006143%"
"2024-07-26 04:00:00","SOLUSDT Perpetual","8h","0.003235%"
"2024-07-25 20:00:00","SOLUSDT Perpetual","8h","0.007483%"
"2024-07-25 12:00:00","SOLUSDT Perpetual","8h","0.007841%"
"2024-07-25 04:00:00","SOLUSDT Perpetual","8h","0.009813%"
"2024-07-24 20:00:00","SOLUSDT Perpetual","8h","0.008091%"
"2024-07-24 12:00:00","SOLUSDT Perpetual","8h","0.007120%"
"2024-07-24 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-23 20:00:00","SOLUSDT Perpetual","8h","0.004584%"
"2024-07-23 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-23 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-22 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-22 12:00:00","SOLUSDT Perpetual","8h","0.007105%"
"2024-07-22 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-21 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-21 12:00:00","SOLUSDT Perpetual","8h","0.005463%"
"2024-07-21 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-20 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-20 12:00:00","SOLUSDT Perpetual","8h","0.000305%"
"2024-07-20 04:00:00","SOLUSDT Perpetual","8h","0.002379%"
"2024-07-19 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-19 12:00:00","SOLUSDT Perpetual","8h","0.005128%"
"2024-07-19 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-18 20:00:00","SOLUSDT Perpetual","8h","0.007365%"
"2024-07-18 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-18 04:00:00","SOLUSDT Perpetual","8h","0.008411%"
"2024-07-17 20:00:00","SOLUSDT Perpetual","8h","0.006464%"
"2024-07-17 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-17 04:00:00","SOLUSDT Perpetual","8h","0.005083%"
"2024-07-16 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-16 12:00:00","SOLUSDT Perpetual","8h","0.007774%"
"2024-07-16 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-15 20:00:00","SOLUSDT Perpetual","8h","-0.003759%"
"2024-07-15 12:00:00","SOLUSDT Perpetual","8h","0.003809%"
"2024-07-15 04:00:00","SOLUSDT Perpetual","8h","0.002402%"
"2024-07-14 20:00:00","SOLUSDT Perpetual","8h","-0.001038%"
"2024-07-14 12:00:00","SOLUSDT Perpetual","8h","0.002006%"
"2024-07-14 04:00:00","SOLUSDT Perpetual","8h","0.004070%"
"2024-07-13 20:00:00","SOLUSDT Perpetual","8h","0.008116%"
"2024-07-13 12:00:00","SOLUSDT Perpetual","8h","0.004063%"
"2024-07-13 04:00:00","SOLUSDT Perpetual","8h","0.008326%"
"2024-07-12 20:00:00","SOLUSDT Perpetual","8h","0.001668%"
"2024-07-12 12:00:00","SOLUSDT Perpetual","8h","-0.001079%"
"2024-07-12 04:00:00","SOLUSDT Perpetual","8h","0.004566%"
"2024-07-11 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-11 12:00:00","SOLUSDT Perpetual","8h","-0.001433%"
"2024-07-11 04:00:00","SOLUSDT Perpetual","8h","0.002205%"
"2024-07-10 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-10 12:00:00","SOLUSDT Perpetual","8h","0.007406%"
"2024-07-10 04:00:00","SOLUSDT Perpetual","8h","0.008961%"
"2024-07-09 20:00:00","SOLUSDT Perpetual","8h","0.008780%"
"2024-07-09 12:00:00","SOLUSDT Perpetual","8h","0.004220%"
"2024-07-09 04:00:00","SOLUSDT Perpetual","8h","0.005602%"
"2024-07-08 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-08 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-08 04:00:00","SOLUSDT Perpetual","8h","-0.005629%"
"2024-07-07 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-07 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-07 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-06 20:00:00","SOLUSDT Perpetual","8h","0.000352%"
"2024-07-06 12:00:00","SOLUSDT Perpetual","8h","-0.012992%"
"2024-07-06 04:00:00","SOLUSDT Perpetual","8h","0.004265%"
"2024-07-05 20:00:00","SOLUSDT Perpetual","8h","0.007350%"
"2024-07-05 12:00:00","SOLUSDT Perpetual","8h","-0.011390%"
"2024-07-05 04:00:00","SOLUSDT Perpetual","8h","0.005210%"
"2024-07-04 20:00:00","SOLUSDT Perpetual","8h","-0.000947%"
"2024-07-04 12:00:00","SOLUSDT Perpetual","8h","0.004970%"
"2024-07-04 04:00:00","SOLUSDT Perpetual","8h","0.008877%"
"2024-07-03 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-03 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-03 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-02 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-02 12:00:00","SOLUSDT Perpetual","8h","0.002758%"
"2024-07-02 04:00:00","SOLUSDT Perpetual","8h","0.007576%"
"2024-07-01 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-01 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-07-01 04:00:00","SOLUSDT Perpetual","8h","0.005816%"
"2024-06-30 20:00:00","SOLUSDT Perpetual","8h","0.008734%"
"2024-06-30 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-30 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-29 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-29 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-29 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-28 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-28 12:00:00","SOLUSDT Perpetual","8h","0.009286%"
"2024-06-28 04:00:00","SOLUSDT Perpetual","8h","0.008707%"
"2024-06-27 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-27 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-27 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-26 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-26 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-26 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-25 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-25 12:00:00","SOLUSDT Perpetual","8h","0.008255%"
"2024-06-25 04:00:00","SOLUSDT Perpetual","8h","-0.003228%"
"2024-06-24 20:00:00","SOLUSDT Perpetual","8h","0.001182%"
"2024-06-24 12:00:00","SOLUSDT Perpetual","8h","0.002872%"
"2024-06-24 04:00:00","SOLUSDT Perpetual","8h","0.003317%"
"2024-06-23 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-23 12:00:00","SOLUSDT Perpetual","8h","0.004131%"
"2024-06-23 04:00:00","SOLUSDT Perpetual","8h","0.003933%"
"2024-06-22 20:00:00","SOLUSDT Perpetual","8h","0.007846%"
"2024-06-22 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-22 04:00:00","SOLUSDT Perpetual","8h","-0.002362%"
"2024-06-21 20:00:00","SOLUSDT Perpetual","8h","0.007059%"
"2024-06-21 12:00:00","SOLUSDT Perpetual","8h","0.004111%"
"2024-06-21 04:00:00","SOLUSDT Perpetual","8h","0.004454%"
"2024-06-20 20:00:00","SOLUSDT Perpetual","8h","0.000876%"
"2024-06-20 12:00:00","SOLUSDT Perpetual","8h","-0.002605%"
"2024-06-20 04:00:00","SOLUSDT Perpetual","8h","0.001174%"
"2024-06-19 20:00:00","SOLUSDT Perpetual","8h","0.007341%"
"2024-06-19 12:00:00","SOLUSDT Perpetual","8h","0.006996%"
"2024-06-19 04:00:00","SOLUSDT Perpetual","8h","0.004103%"
"2024-06-18 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-18 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-18 04:00:00","SOLUSDT Perpetual","8h","-0.008849%"
"2024-06-17 20:00:00","SOLUSDT Perpetual","8h","0.007592%"
"2024-06-17 12:00:00","SOLUSDT Perpetual","8h","0.007161%"
"2024-06-17 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-16 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-16 12:00:00","SOLUSDT Perpetual","8h","0.003192%"
"2024-06-16 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-15 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-15 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-15 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-14 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-14 12:00:00","SOLUSDT Perpetual","8h","0.009897%"
"2024-06-14 04:00:00","SOLUSDT Perpetual","8h","0.008277%"
"2024-06-13 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-13 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-13 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-12 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-12 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-12 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-11 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-11 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-11 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-10 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-10 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-10 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-09 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-09 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-09 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-08 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-08 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-08 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-07 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-07 12:00:00","SOLUSDT Perpetual","8h","0.016980%"
"2024-06-07 04:00:00","SOLUSDT Perpetual","8h","0.016418%"
"2024-06-06 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-06 12:00:00","SOLUSDT Perpetual","8h","0.020758%"
"2024-06-06 04:00:00","SOLUSDT Perpetual","8h","0.020255%"
"2024-06-05 20:00:00","SOLUSDT Perpetual","8h","0.016193%"
"2024-06-05 12:00:00","SOLUSDT Perpetual","8h","0.021842%"
"2024-06-05 04:00:00","SOLUSDT Perpetual","8h","0.023899%"
"2024-06-04 20:00:00","SOLUSDT Perpetual","8h","0.021044%"
"2024-06-04 12:00:00","SOLUSDT Perpetual","8h","0.016338%"
"2024-06-04 04:00:00","SOLUSDT Perpetual","8h","0.013281%"
"2024-06-03 20:00:00","SOLUSDT Perpetual","8h","0.015496%"
"2024-06-03 12:00:00","SOLUSDT Perpetual","8h","0.011323%"
"2024-06-03 04:00:00","SOLUSDT Perpetual","8h","0.010832%"
"2024-06-02 20:00:00","SOLUSDT Perpetual","8h","0.012157%"
"2024-06-02 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-02 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-06-01 20:00:00","SOLUSDT Perpetual","8h","0.016684%"
"2024-06-01 12:00:00","SOLUSDT Perpetual","8h","0.010981%"
"2024-06-01 04:00:00","SOLUSDT Perpetual","8h","0.011764%"
"2024-05-31 20:00:00","SOLUSDT Perpetual","8h","0.016081%"
"2024-05-31 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-31 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-30 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-30 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-30 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-29 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-29 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-29 04:00:00","SOLUSDT Perpetual","8h","0.013729%"
"2024-05-28 20:00:00","SOLUSDT Perpetual","8h","0.018529%"
"2024-05-28 12:00:00","SOLUSDT Perpetual","8h","0.014129%"
"2024-05-28 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-27 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-27 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-27 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-26 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-26 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-26 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-25 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-25 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-25 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-24 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-24 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-24 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-23 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-23 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-23 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-22 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-22 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-22 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-21 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-21 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-21 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-20 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-20 12:00:00","SOLUSDT Perpetual","8h","0.006762%"
"2024-05-20 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-19 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-19 12:00:00","SOLUSDT Perpetual","8h","0.008794%"
"2024-05-19 04:00:00","SOLUSDT Perpetual","8h","0.001875%"
"2024-05-18 20:00:00","SOLUSDT Perpetual","8h","0.003799%"
"2024-05-18 12:00:00","SOLUSDT Perpetual","8h","0.006893%"
"2024-05-18 04:00:00","SOLUSDT Perpetual","8h","0.002883%"
"2024-05-17 20:00:00","SOLUSDT Perpetual","8h","0.004208%"
"2024-05-17 12:00:00","SOLUSDT Perpetual","8h","0.004112%"
"2024-05-17 04:00:00","SOLUSDT Perpetual","8h","0.003361%"
"2024-05-16 20:00:00","SOLUSDT Perpetual","8h","0.007449%"
"2024-05-16 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-16 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-15 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-15 12:00:00","SOLUSDT Perpetual","8h","0.008360%"
"2024-05-15 04:00:00","SOLUSDT Perpetual","8h","0.001895%"
"2024-05-14 20:00:00","SOLUSDT Perpetual","8h","0.001738%"
"2024-05-14 12:00:00","SOLUSDT Perpetual","8h","0.004563%"
"2024-05-14 04:00:00","SOLUSDT Perpetual","8h","0.008969%"
"2024-05-13 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-13 12:00:00","SOLUSDT Perpetual","8h","0.009778%"
"2024-05-13 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-12 20:00:00","SOLUSDT Perpetual","8h","-0.000724%"
"2024-05-12 12:00:00","SOLUSDT Perpetual","8h","0.006071%"
"2024-05-12 04:00:00","SOLUSDT Perpetual","8h","0.002900%"
"2024-05-11 20:00:00","SOLUSDT Perpetual","8h","0.004613%"
"2024-05-11 12:00:00","SOLUSDT Perpetual","8h","0.005096%"
"2024-05-11 04:00:00","SOLUSDT Perpetual","8h","0.009445%"
"2024-05-10 20:00:00","SOLUSDT Perpetual","8h","0.004733%"
"2024-05-10 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-10 04:00:00","SOLUSDT Perpetual","8h","0.005156%"
"2024-05-09 20:00:00","SOLUSDT Perpetual","8h","0.002012%"
"2024-05-09 12:00:00","SOLUSDT Perpetual","8h","0.007648%"
"2024-05-09 04:00:00","SOLUSDT Perpetual","8h","0.008335%"
"2024-05-08 20:00:00","SOLUSDT Perpetual","8h","0.005327%"
"2024-05-08 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-08 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-07 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-07 12:00:00","SOLUSDT Perpetual","8h","0.002502%"
"2024-05-07 04:00:00","SOLUSDT Perpetual","8h","-0.001698%"
"2024-05-06 20:00:00","SOLUSDT Perpetual","8h","0.007713%"
"2024-05-06 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-05-06 04:00:00","SOLUSDT Perpetual","8h","0.005220%"
"2024-05-05 20:00:00","SOLUSDT Perpetual","8h","0.005854%"
"2024-05-05 12:00:00","SOLUSDT Perpetual","8h","0.007548%"
"2024-05-05 04:00:00","SOLUSDT Perpetual","8h","0.008265%"
"2024-05-04 20:00:00","SOLUSDT Perpetual","8h","0.005621%"
"2024-05-04 12:00:00","SOLUSDT Perpetual","8h","0.001309%"
"2024-05-04 04:00:00","SOLUSDT Perpetual","8h","0.001077%"
"2024-05-03 20:00:00","SOLUSDT Perpetual","8h","-0.008768%"
"2024-05-03 12:00:00","SOLUSDT Perpetual","8h","0.003126%"
"2024-05-03 04:00:00","SOLUSDT Perpetual","8h","-0.005326%"
"2024-05-02 20:00:00","SOLUSDT Perpetual","8h","0.005798%"
"2024-05-02 12:00:00","SOLUSDT Perpetual","8h","0.003479%"
"2024-05-02 04:00:00","SOLUSDT Perpetual","8h","0.007951%"
"2024-05-01 20:00:00","SOLUSDT Perpetual","8h","0.000378%"
"2024-05-01 12:00:00","SOLUSDT Perpetual","8h","0.009105%"
"2024-05-01 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-30 20:00:00","SOLUSDT Perpetual","8h","-0.003566%"
"2024-04-30 12:00:00","SOLUSDT Perpetual","8h","0.004102%"
"2024-04-30 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-29 20:00:00","SOLUSDT Perpetual","8h","0.006384%"
"2024-04-29 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-29 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-28 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-28 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-28 04:00:00","SOLUSDT Perpetual","8h","0.003029%"
"2024-04-27 20:00:00","SOLUSDT Perpetual","8h","0.002733%"
"2024-04-27 12:00:00","SOLUSDT Perpetual","8h","0.002358%"
"2024-04-27 04:00:00","SOLUSDT Perpetual","8h","-0.002561%"
"2024-04-26 20:00:00","SOLUSDT Perpetual","8h","0.005384%"
"2024-04-26 12:00:00","SOLUSDT Perpetual","8h","0.008504%"
"2024-04-26 04:00:00","SOLUSDT Perpetual","8h","0.008426%"
"2024-04-25 20:00:00","SOLUSDT Perpetual","8h","0.006164%"
"2024-04-25 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-25 04:00:00","SOLUSDT Perpetual","8h","0.002239%"
"2024-04-24 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-24 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2024-04-24 04:00:00","SOLUSDT Perpetual","8h","0.000643%"
"2024-04-23 20:00:00","SOLUSDT Perpetual","8h","0.000977%"
"2024-04-23 12:00:00","SOLUSDT Perpetual","8h","0.001577%"
